,AppName,Company,StarRating,TotalReviews,TotalDownloads,ContainsAds,Editors,RatedAgeGroup,Category,Score(Avg),TopFeatures
331,Flipboard: The Social Magazine,Flipboard,4,1420000,500000000,yes,yes,>12 years,News&Magazines,3.9874,"('dark mode', 266), ('business news', 192), ('stock market', 174), ('user friendly', 153), ('current affair', 151), ('market news', 148), ('newspaper magazine', 122), ('financial news', 117), ('stereo infotech', 115), ('medium platform', 98), ('yourfriend dailyhunt', 83), ('audio version', 78), ('time internet', 78), ('source knowledge', 74), ('user interface', 67), ('source news', 63), ('translate function', 49), ('offline read', 39), ('video work', 37), ('feedback report', 37), ('desktop view', 32), ('news analysis', 30), ('feedback default', 29), ('read article', 25), ('forbes india', 22), ('depth knowledge', 19), ('detailed analysis', 17), ('turn notification', 8), ('middle reading', 2), ('slow answer', 2)"
332,Times of India - TOI Daily News,Times Internet Limited,4,587000,10000000,yes,no,>3 years,News&Magazines,3.8745,"('dark mode', 266), ('business news', 192), ('stock market', 174), ('user friendly', 153), ('current affair', 151), ('market news', 148), ('newspaper magazine', 122), ('financial news', 117), ('stereo infotech', 115), ('medium platform', 98), ('yourfriend dailyhunt', 83), ('audio version', 78), ('time internet', 78), ('source knowledge', 74), ('user interface', 67), ('source news', 63), ('translate function', 49), ('offline read', 39), ('video work', 37), ('feedback report', 37), ('desktop view', 32), ('news analysis', 30), ('feedback default', 29), ('read article', 25), ('forbes india', 22), ('depth knowledge', 19), ('detailed analysis', 17), ('turn notification', 8), ('middle reading', 2), ('slow answer', 2)"
333,Healofy - Pregnancy & Parenting,"Indian Pregnancy Parenting tips, Baby products app",4.6,93000,10000000,no,no,>12 years,Parenting,4.535,"('pregnancy parenting', 330), ('trial period', 278), ('parental control', 252), ('share photo', 245), ('pregnant woman', 243), ('prodigy baby', 198), ('user friendly', 193), ('track baby', 170), ('screen time', 148), ('location tracker', 142), ('pregnancy information', 126), ('parental monitoring', 123), ('learning experience', 119), ('geo track', 99), ('glow nurture', 96), ('activity report', 94), ('solid start', 89), ('track technologies', 83), ('famisafe parental', 68), ('web filter', 64), ('parent prodigy', 48), ('geo fencing', 46), ('track mood', 39), ('video show', 32), ('video sharing', 29), ('gender identity', 9)"
334,Mylo Pregnancy & Parenting App,Mylo - Indian Pregnancy Tracker & Baby Care App,4.6,91200,5000000,no,no,>12 years,Parenting,4.6395,"('pregnancy parenting', 330), ('trial period', 278), ('parental control', 252), ('share photo', 245), ('pregnant woman', 243), ('prodigy baby', 198), ('user friendly', 193), ('track baby', 170), ('screen time', 148), ('location tracker', 142), ('pregnancy information', 126), ('parental monitoring', 123), ('learning experience', 119), ('geo track', 99), ('glow nurture', 96), ('activity report', 94), ('solid start', 89), ('track technologies', 83), ('famisafe parental', 68), ('web filter', 64), ('parent prodigy', 48), ('geo fencing', 46), ('track mood', 39), ('video show', 32), ('video sharing', 29), ('gender identity', 9)"
335,Prodigy Baby,Raising Superstars,4.5,6880,100000,no,no,>3 years,Parenting,4.4959,"('pregnancy parenting', 330), ('trial period', 278), ('parental control', 252), ('share photo', 245), ('pregnant woman', 243), ('prodigy baby', 198), ('user friendly', 193), ('track baby', 170), ('screen time', 148), ('location tracker', 142), ('pregnancy information', 126), ('parental monitoring', 123), ('learning experience', 119), ('geo track', 99), ('glow nurture', 96), ('activity report', 94), ('solid start', 89), ('track technologies', 83), ('famisafe parental', 68), ('web filter', 64), ('parent prodigy', 48), ('geo fencing', 46), ('track mood', 39), ('video show', 32), ('video sharing', 29), ('gender identity', 9)"
336,Baby Daybook - Baby Tracker,Baltapis,4.7,53300,1000000,yes,no,>3 years,Parenting,4.6151,"('pregnancy parenting', 330), ('trial period', 278), ('parental control', 252), ('share photo', 245), ('pregnant woman', 243), ('prodigy baby', 198), ('user friendly', 193), ('track baby', 170), ('screen time', 148), ('location tracker', 142), ('pregnancy information', 126), ('parental monitoring', 123), ('learning experience', 119), ('geo track', 99), ('glow nurture', 96), ('activity report', 94), ('solid start', 89), ('track technologies', 83), ('famisafe parental', 68), ('web filter', 64), ('parent prodigy', 48), ('geo fencing', 46), ('track mood', 39), ('video show', 32), ('video sharing', 29), ('gender identity', 9)"
337,FamilyAlbum - Photo Sharing,"mixi, Inc",4.8,167000,5000000,no,no,>3 years,Parenting,4.6873,"('pregnancy parenting', 330), ('trial period', 278), ('parental control', 252), ('share photo', 245), ('pregnant woman', 243), ('prodigy baby', 198), ('user friendly', 193), ('track baby', 170), ('screen time', 148), ('location tracker', 142), ('pregnancy information', 126), ('parental monitoring', 123), ('learning experience', 119), ('geo track', 99), ('glow nurture', 96), ('activity report', 94), ('solid start', 89), ('track technologies', 83), ('famisafe parental', 68), ('web filter', 64), ('parent prodigy', 48), ('geo fencing', 46), ('track mood', 39), ('video show', 32), ('video sharing', 29), ('gender identity', 9)"
338,Solid Starts,Solid Starts,4.8,979,100000,no,no,>3 years,Parenting,4.5253,"('pregnancy parenting', 330), ('trial period', 278), ('parental control', 252), ('share photo', 245), ('pregnant woman', 243), ('prodigy baby', 198), ('user friendly', 193), ('track baby', 170), ('screen time', 148), ('location tracker', 142), ('pregnancy information', 126), ('parental monitoring', 123), ('learning experience', 119), ('geo track', 99), ('glow nurture', 96), ('activity report', 94), ('solid start', 89), ('track technologies', 83), ('famisafe parental', 68), ('web filter', 64), ('parent prodigy', 48), ('geo fencing', 46), ('track mood', 39), ('video show', 32), ('video sharing', 29), ('gender identity', 9)"
339,AllTracker Control Center,ragimov.software,4.8,245,1000,yes,no,>12 years,Parenting,4.2179,"('pregnancy parenting', 330), ('trial period', 278), ('parental control', 252), ('share photo', 245), ('pregnant woman', 243), ('prodigy baby', 198), ('user friendly', 193), ('track baby', 170), ('screen time', 148), ('location tracker', 142), ('pregnancy information', 126), ('parental monitoring', 123), ('learning experience', 119), ('geo track', 99), ('glow nurture', 96), ('activity report', 94), ('solid start', 89), ('track technologies', 83), ('famisafe parental', 68), ('web filter', 64), ('parent prodigy', 48), ('geo fencing', 46), ('track mood', 39), ('video show', 32), ('video sharing', 29), ('gender identity', 9)"
340,Pregnancy App & Baby Tracker,BabyCenter,4.7,1380000,10000000,yes,no,>3 years,Parenting,4.78452,"('pregnancy parenting', 330), ('trial period', 278), ('parental control', 252), ('share photo', 245), ('pregnant woman', 243), ('prodigy baby', 198), ('user friendly', 193), ('track baby', 170), ('screen time', 148), ('location tracker', 142), ('pregnancy information', 126), ('parental monitoring', 123), ('learning experience', 119), ('geo track', 99), ('glow nurture', 96), ('activity report', 94), ('solid start', 89), ('track technologies', 83), ('famisafe parental', 68), ('web filter', 64), ('parent prodigy', 48), ('geo fencing', 46), ('track mood', 39), ('video show', 32), ('video sharing', 29), ('gender identity', 9)"
341,iMumz,Pruoo,4.5,2250,500000,no,no,>3 years,Parenting,4.3451,"('pregnancy parenting', 330), ('trial period', 278), ('parental control', 252), ('share photo', 245), ('pregnant woman', 243), ('prodigy baby', 198), ('user friendly', 193), ('track baby', 170), ('screen time', 148), ('location tracker', 142), ('pregnancy information', 126), ('parental monitoring', 123), ('learning experience', 119), ('geo track', 99), ('glow nurture', 96), ('activity report', 94), ('solid start', 89), ('track technologies', 83), ('famisafe parental', 68), ('web filter', 64), ('parent prodigy', 48), ('geo fencing', 46), ('track mood', 39), ('video show', 32), ('video sharing', 29), ('gender identity', 9)"
342,Track Phone Number Location,BetterLife Technology,4.5,59400,1000000,yes,no,>3 years,Parenting,4.4116,"('pregnancy parenting', 330), ('trial period', 278), ('parental control', 252), ('share photo', 245), ('pregnant woman', 243), ('prodigy baby', 198), ('user friendly', 193), ('track baby', 170), ('screen time', 148), ('location tracker', 142), ('pregnancy information', 126), ('parental monitoring', 123), ('learning experience', 119), ('geo track', 99), ('glow nurture', 96), ('activity report', 94), ('solid start', 89), ('track technologies', 83), ('famisafe parental', 68), ('web filter', 64), ('parent prodigy', 48), ('geo fencing', 46), ('track mood', 39), ('video show', 32), ('video sharing', 29), ('gender identity', 9)"
343,Online Monitor,LAT Systems,4.2,32000,500000,no,no,>3 years,Parenting,4.6785,"('pregnancy parenting', 330), ('trial period', 278), ('parental control', 252), ('share photo', 245), ('pregnant woman', 243), ('prodigy baby', 198), ('user friendly', 193), ('track baby', 170), ('screen time', 148), ('location tracker', 142), ('pregnancy information', 126), ('parental monitoring', 123), ('learning experience', 119), ('geo track', 99), ('glow nurture', 96), ('activity report', 94), ('solid start', 89), ('track technologies', 83), ('famisafe parental', 68), ('web filter', 64), ('parent prodigy', 48), ('geo fencing', 46), ('track mood', 39), ('video show', 32), ('video sharing', 29), ('gender identity', 9)"
344,Glow Pregnancy & Baby Tracker,Glow Inc,4.6,25000,1000000,yes,no,>12 years,Parenting,4.436,"('pregnancy parenting', 330), ('trial period', 278), ('parental control', 252), ('share photo', 245), ('pregnant woman', 243), ('prodigy baby', 198), ('user friendly', 193), ('track baby', 170), ('screen time', 148), ('location tracker', 142), ('pregnancy information', 126), ('parental monitoring', 123), ('learning experience', 119), ('geo track', 99), ('glow nurture', 96), ('activity report', 94), ('solid start', 89), ('track technologies', 83), ('famisafe parental', 68), ('web filter', 64), ('parent prodigy', 48), ('geo fencing', 46), ('track mood', 39), ('video show', 32), ('video sharing', 29), ('gender identity', 9)"
345,Find My Kids: location tracker,GEO TRACK TECHNOLOGIES INC,4.7,850000,10000000,no,no,>3 years,Parenting,4.5487,"('pregnancy parenting', 330), ('trial period', 278), ('parental control', 252), ('share photo', 245), ('pregnant woman', 243), ('prodigy baby', 198), ('user friendly', 193), ('track baby', 170), ('screen time', 148), ('location tracker', 142), ('pregnancy information', 126), ('parental monitoring', 123), ('learning experience', 119), ('geo track', 99), ('glow nurture', 96), ('activity report', 94), ('solid start', 89), ('track technologies', 83), ('famisafe parental', 68), ('web filter', 64), ('parent prodigy', 48), ('geo fencing', 46), ('track mood', 39), ('video show', 32), ('video sharing', 29), ('gender identity', 9)"
346,My Family - Family Locator,Friendzy Limited,4,73300,5000000,no,no,>3 years,Parenting,3.7184,"('pregnancy parenting', 330), ('trial period', 278), ('parental control', 252), ('share photo', 245), ('pregnant woman', 243), ('prodigy baby', 198), ('user friendly', 193), ('track baby', 170), ('screen time', 148), ('location tracker', 142), ('pregnancy information', 126), ('parental monitoring', 123), ('learning experience', 119), ('geo track', 99), ('glow nurture', 96), ('activity report', 94), ('solid start', 89), ('track technologies', 83), ('famisafe parental', 68), ('web filter', 64), ('parent prodigy', 48), ('geo fencing', 46), ('track mood', 39), ('video show', 32), ('video sharing', 29), ('gender identity', 9)"
347,FamiSafe - Parental Control App,"WONDERSHARE TECHNOLOGY CO., LIMITED",5,53700,1000000,no,no,>3 years,Parenting,3.9484,"('pregnancy parenting', 330), ('trial period', 278), ('parental control', 252), ('share photo', 245), ('pregnant woman', 243), ('prodigy baby', 198), ('user friendly', 193), ('track baby', 170), ('screen time', 148), ('location tracker', 142), ('pregnancy information', 126), ('parental monitoring', 123), ('learning experience', 119), ('geo track', 99), ('glow nurture', 96), ('activity report', 94), ('solid start', 89), ('track technologies', 83), ('famisafe parental', 68), ('web filter', 64), ('parent prodigy', 48), ('geo fencing', 46), ('track mood', 39), ('video show', 32), ('video sharing', 29), ('gender identity', 9)"
348,Fonts Keyboard & Emoji NO ROOT,Simple Design Ltd,4.7,54300,5000000,yes,no,>3 years,Personalization,4.6622,"('wallpaper collection', 356), ('pro version', 172), ('minimalist launcher', 167), ('material design', 131), ('font keyboard', 130), ('wallpaperscraft wallcraft', 118), ('launcher io', 120), ('dark wallpaper', 112), ('smart launcher', 89), ('key border', 59), ('diamond live', 41), ('dark mode', 42), ('edge lighting', 39), ('gesture navigation', 39), ('ringtone wallpaper', 36), ('instagram follower', 35), ('setting show', 34), ('detail animation', 32), ('music experience', 29), ('transition effect', 29), ('turbo follower', 26), ('black screen', 22), ('people edge', 19), ('solid work', 17), ('productive launcher', 17), ('drain battery', 17), ('edge lighting', 17), ('music visualization', 14), ('screen image', 7)"
349,MobCup Ringtones & Wallpapers,MobCup,4.2,222000,10000000,yes,no,>12 years,Personalization,4.3311,"('wallpaper collection', 356), ('pro version', 172), ('minimalist launcher', 167), ('material design', 131), ('font keyboard', 130), ('wallpaperscraft wallcraft', 118), ('launcher io', 120), ('dark wallpaper', 112), ('smart launcher', 89), ('key border', 59), ('diamond live', 41), ('dark mode', 42), ('edge lighting', 39), ('gesture navigation', 39), ('ringtone wallpaper', 36), ('instagram follower', 35), ('setting show', 34), ('detail animation', 32), ('music experience', 29), ('transition effect', 29), ('turbo follower', 26), ('black screen', 22), ('people edge', 19), ('solid work', 17), ('productive launcher', 17), ('drain battery', 17), ('edge lighting', 17), ('music visualization', 14), ('screen image', 7)"
350,Diamond Live Wallpaper HD,Live Wallpapers and Emoji Keyboard,4.1,128000,10000000,yes,no,>12 years,Personalization,4.241,"('wallpaper collection', 356), ('pro version', 172), ('minimalist launcher', 167), ('material design', 131), ('font keyboard', 130), ('wallpaperscraft wallcraft', 118), ('launcher io', 120), ('dark wallpaper', 112), ('smart launcher', 89), ('key border', 59), ('diamond live', 41), ('dark mode', 42), ('edge lighting', 39), ('gesture navigation', 39), ('ringtone wallpaper', 36), ('instagram follower', 35), ('setting show', 34), ('detail animation', 32), ('music experience', 29), ('transition effect', 29), ('turbo follower', 26), ('black screen', 22), ('people edge', 19), ('solid work', 17), ('productive launcher', 17), ('drain battery', 17), ('edge lighting', 17), ('music visualization', 14), ('screen image', 7)"
351,Launcher iOS 16,LuuTinh Developer,4.6,2380000,50000000,yes,no,>3 years,Personalization,4.5685,"('wallpaper collection', 356), ('pro version', 172), ('minimalist launcher', 167), ('material design', 131), ('font keyboard', 130), ('wallpaperscraft wallcraft', 118), ('launcher io', 120), ('dark wallpaper', 112), ('smart launcher', 89), ('key border', 59), ('diamond live', 41), ('dark mode', 42), ('edge lighting', 39), ('gesture navigation', 39), ('ringtone wallpaper', 36), ('instagram follower', 35), ('setting show', 34), ('detail animation', 32), ('music experience', 29), ('transition effect', 29), ('turbo follower', 26), ('black screen', 22), ('people edge', 19), ('solid work', 17), ('productive launcher', 17), ('drain battery', 17), ('edge lighting', 17), ('music visualization', 14), ('screen image', 7)"
352,"Black Wallpapers in HD, 4K",HDW,4.5,44500,10000000,yes,no,>12 years,Personalization,4.6084,"('wallpaper collection', 356), ('pro version', 172), ('minimalist launcher', 167), ('material design', 131), ('font keyboard', 130), ('wallpaperscraft wallcraft', 118), ('launcher io', 120), ('dark wallpaper', 112), ('smart launcher', 89), ('key border', 59), ('diamond live', 41), ('dark mode', 42), ('edge lighting', 39), ('gesture navigation', 39), ('ringtone wallpaper', 36), ('instagram follower', 35), ('setting show', 34), ('detail animation', 32), ('music experience', 29), ('transition effect', 29), ('turbo follower', 26), ('black screen', 22), ('people edge', 19), ('solid work', 17), ('productive launcher', 17), ('drain battery', 17), ('edge lighting', 17), ('music visualization', 14), ('screen image', 7)"
353,Fast followers by tags,Harriet Dutt,4.7,1320,5000,yes,no,>3 years,Personalization,4.847,"('wallpaper collection', 356), ('pro version', 172), ('minimalist launcher', 167), ('material design', 131), ('font keyboard', 130), ('wallpaperscraft wallcraft', 118), ('launcher io', 120), ('dark wallpaper', 112), ('smart launcher', 89), ('key border', 59), ('diamond live', 41), ('dark mode', 42), ('edge lighting', 39), ('gesture navigation', 39), ('ringtone wallpaper', 36), ('instagram follower', 35), ('setting show', 34), ('detail animation', 32), ('music experience', 29), ('transition effect', 29), ('turbo follower', 26), ('black screen', 22), ('people edge', 19), ('solid work', 17), ('productive launcher', 17), ('drain battery', 17), ('edge lighting', 17), ('music visualization', 14), ('screen image', 7)"
354,Edge Lighting - Edge Screen,AZ Mobile Software,4.8,58000,1000000,yes,no,>3 years,Personalization,4.5698,"('wallpaper collection', 356), ('pro version', 172), ('minimalist launcher', 167), ('material design', 131), ('font keyboard', 130), ('wallpaperscraft wallcraft', 118), ('launcher io', 120), ('dark wallpaper', 112), ('smart launcher', 89), ('key border', 59), ('diamond live', 41), ('dark mode', 42), ('edge lighting', 39), ('gesture navigation', 39), ('ringtone wallpaper', 36), ('instagram follower', 35), ('setting show', 34), ('detail animation', 32), ('music experience', 29), ('transition effect', 29), ('turbo follower', 26), ('black screen', 22), ('people edge', 19), ('solid work', 17), ('productive launcher', 17), ('drain battery', 17), ('edge lighting', 17), ('music visualization', 14), ('screen image', 7)"
355,Niagara Launcher - fresh/clean,Peter Huber,4.6,43700,1000000,no,no,>3 years,Personalization,4.5433,"('wallpaper collection', 356), ('pro version', 172), ('minimalist launcher', 167), ('material design', 131), ('font keyboard', 130), ('wallpaperscraft wallcraft', 118), ('launcher io', 120), ('dark wallpaper', 112), ('smart launcher', 89), ('key border', 59), ('diamond live', 41), ('dark mode', 42), ('edge lighting', 39), ('gesture navigation', 39), ('ringtone wallpaper', 36), ('instagram follower', 35), ('setting show', 34), ('detail animation', 32), ('music experience', 29), ('transition effect', 29), ('turbo follower', 26), ('black screen', 22), ('people edge', 19), ('solid work', 17), ('productive launcher', 17), ('drain battery', 17), ('edge lighting', 17), ('music visualization', 14), ('screen image', 7)"
356,Turbo Followers for Insta,Instagram Apps,4.4,86500,1000000,yes,no,>3 years,Personalization,4.464,"('wallpaper collection', 356), ('pro version', 172), ('minimalist launcher', 167), ('material design', 131), ('font keyboard', 130), ('wallpaperscraft wallcraft', 118), ('launcher io', 120), ('dark wallpaper', 112), ('smart launcher', 89), ('key border', 59), ('diamond live', 41), ('dark mode', 42), ('edge lighting', 39), ('gesture navigation', 39), ('ringtone wallpaper', 36), ('instagram follower', 35), ('setting show', 34), ('detail animation', 32), ('music experience', 29), ('transition effect', 29), ('turbo follower', 26), ('black screen', 22), ('people edge', 19), ('solid work', 17), ('productive launcher', 17), ('drain battery', 17), ('edge lighting', 17), ('music visualization', 14), ('screen image', 7)"
357,ZEDGE Wallpapers & Ringtones,Zedge,4.3,11300000,100000000,yes,no,>12 years,Personalization,4.2398,"('wallpaper collection', 356), ('pro version', 172), ('minimalist launcher', 167), ('material design', 131), ('font keyboard', 130), ('wallpaperscraft wallcraft', 118), ('launcher io', 120), ('dark wallpaper', 112), ('smart launcher', 89), ('key border', 59), ('diamond live', 41), ('dark mode', 42), ('edge lighting', 39), ('gesture navigation', 39), ('ringtone wallpaper', 36), ('instagram follower', 35), ('setting show', 34), ('detail animation', 32), ('music experience', 29), ('transition effect', 29), ('turbo follower', 26), ('black screen', 22), ('people edge', 19), ('solid work', 17), ('productive launcher', 17), ('drain battery', 17), ('edge lighting', 17), ('music visualization', 14), ('screen image', 7)"
358,Always On,Sparkine Labs,4.5,22000,1000000,yes,no,>3 years,Personalization,4.3272,"('wallpaper collection', 356), ('pro version', 172), ('minimalist launcher', 167), ('material design', 131), ('font keyboard', 130), ('wallpaperscraft wallcraft', 118), ('launcher io', 120), ('dark wallpaper', 112), ('smart launcher', 89), ('key border', 59), ('diamond live', 41), ('dark mode', 42), ('edge lighting', 39), ('gesture navigation', 39), ('ringtone wallpaper', 36), ('instagram follower', 35), ('setting show', 34), ('detail animation', 32), ('music experience', 29), ('transition effect', 29), ('turbo follower', 26), ('black screen', 22), ('people edge', 19), ('solid work', 17), ('productive launcher', 17), ('drain battery', 17), ('edge lighting', 17), ('music visualization', 14), ('screen image', 7)"
359,Real Followers & Likes via Tag,Marc Atencgo LTD,4.8,750000,5000000,no,no,>3 years,Personalization,4.7546,"('wallpaper collection', 356), ('pro version', 172), ('minimalist launcher', 167), ('material design', 131), ('font keyboard', 130), ('wallpaperscraft wallcraft', 118), ('launcher io', 120), ('dark wallpaper', 112), ('smart launcher', 89), ('key border', 59), ('diamond live', 41), ('dark mode', 42), ('edge lighting', 39), ('gesture navigation', 39), ('ringtone wallpaper', 36), ('instagram follower', 35), ('setting show', 34), ('detail animation', 32), ('music experience', 29), ('transition effect', 29), ('turbo follower', 26), ('black screen', 22), ('people edge', 19), ('solid work', 17), ('productive launcher', 17), ('drain battery', 17), ('edge lighting', 17), ('music visualization', 14), ('screen image', 7)"
360,Neon LED Keyboard: RGB & Emoji,AZ Mobile Software,4.3,582000,50000000,yes,no,>3 years,Personalization,4.0158,"('wallpaper collection', 356), ('pro version', 172), ('minimalist launcher', 167), ('material design', 131), ('font keyboard', 130), ('wallpaperscraft wallcraft', 118), ('launcher io', 120), ('dark wallpaper', 112), ('smart launcher', 89), ('key border', 59), ('diamond live', 41), ('dark mode', 42), ('edge lighting', 39), ('gesture navigation', 39), ('ringtone wallpaper', 36), ('instagram follower', 35), ('setting show', 34), ('detail animation', 32), ('music experience', 29), ('transition effect', 29), ('turbo follower', 26), ('black screen', 22), ('people edge', 19), ('solid work', 17), ('productive launcher', 17), ('drain battery', 17), ('edge lighting', 17), ('music visualization', 14), ('screen image', 7)"
361,Backdrops - Wallpaper,Backdrops Developer,4,39800,1000000,yes,no,>3 years,Personalization,3.9488,"('wallpaper collection', 356), ('pro version', 172), ('minimalist launcher', 167), ('material design', 131), ('font keyboard', 130), ('wallpaperscraft wallcraft', 118), ('launcher io', 120), ('dark wallpaper', 112), ('smart launcher', 89), ('key border', 59), ('diamond live', 41), ('dark mode', 42), ('edge lighting', 39), ('gesture navigation', 39), ('ringtone wallpaper', 36), ('instagram follower', 35), ('setting show', 34), ('detail animation', 32), ('music experience', 29), ('transition effect', 29), ('turbo follower', 26), ('black screen', 22), ('people edge', 19), ('solid work', 17), ('productive launcher', 17), ('drain battery', 17), ('edge lighting', 17), ('music visualization', 14), ('screen image', 7)"
362,"Wallcraft - Wallpapers 4K, HD",WallpapersCraft | Wallcraft,4.2,591000,100000000,yes,no,>12 years,Personalization,4.0169,"('wallpaper collection', 356), ('pro version', 172), ('minimalist launcher', 167), ('material design', 131), ('font keyboard', 130), ('wallpaperscraft wallcraft', 118), ('launcher io', 120), ('dark wallpaper', 112), ('smart launcher', 89), ('key border', 59), ('diamond live', 41), ('dark mode', 42), ('edge lighting', 39), ('gesture navigation', 39), ('ringtone wallpaper', 36), ('instagram follower', 35), ('setting show', 34), ('detail animation', 32), ('music experience', 29), ('transition effect', 29), ('turbo follower', 26), ('black screen', 22), ('people edge', 19), ('solid work', 17), ('productive launcher', 17), ('drain battery', 17), ('edge lighting', 17), ('music visualization', 14), ('screen image', 7)"
363,Presets for Lightroom - Koloro,cerdillac,4.5,232000,10000000,yes,yes,>3 years,Photography,4.4028,"('colour grade', 219), ('pro version', 192), ('instagram story', 180), ('remove object', 171), ('photo editing', 130), ('video beauty', 128), ('user friendly', 121), ('faceapp technology', 116), ('gps map', 115), ('picsart subject', 111), ('video editor', 91), ('face swap', 73), ('photo stamp', 72), ('imagine lab', 58), ('tone curve', 54), ('film maker', 48), ('write psx', 41), ('speed clip', 41), ('story art', 36), ('magic erase', 34), ('brand model', 32), ('story creation', 29), ('work magic', 25), ('clone stamp', 24), ('editing tool', 24), ('polish shot', 15), ('trial premium', 13), ('filter frame', 12), ('image recover', 12), ('operate system', 9), ('message retina', 7), ('text style', 7)"
364,Video Editor & Maker – InShot,InShot Video Editor,4.6,15800000,500000000,yes,no,>3 years,Photography,4.4021,"('colour grade', 219), ('pro version', 192), ('instagram story', 180), ('remove object', 171), ('photo editing', 130), ('video beauty', 128), ('user friendly', 121), ('faceapp technology', 116), ('gps map', 115), ('picsart subject', 111), ('video editor', 91), ('face swap', 73), ('photo stamp', 72), ('imagine lab', 58), ('tone curve', 54), ('film maker', 48), ('write psx', 41), ('speed clip', 41), ('story art', 36), ('magic erase', 34), ('brand model', 32), ('story creation', 29), ('work magic', 25), ('clone stamp', 24), ('editing tool', 24), ('polish shot', 15), ('trial premium', 13), ('filter frame', 12), ('image recover', 12), ('operate system', 9), ('message retina', 7), ('text style', 7)"
365,StoryArt - Insta story maker,ryzenrise,4.7,202000,10000000,yes,no,>3 years,Photography,4.6482,"('colour grade', 219), ('pro version', 192), ('instagram story', 180), ('remove object', 171), ('photo editing', 130), ('video beauty', 128), ('user friendly', 121), ('faceapp technology', 116), ('gps map', 115), ('picsart subject', 111), ('video editor', 91), ('face swap', 73), ('photo stamp', 72), ('imagine lab', 58), ('tone curve', 54), ('film maker', 48), ('write psx', 41), ('speed clip', 41), ('story art', 36), ('magic erase', 34), ('brand model', 32), ('story creation', 29), ('work magic', 25), ('clone stamp', 24), ('editing tool', 24), ('polish shot', 15), ('trial premium', 13), ('filter frame', 12), ('image recover', 12), ('operate system', 9), ('message retina', 7), ('text style', 7)"
366,Photo Editor - polish,InShot Inc.,4.6,3240000,100000000,yes,no,>3 years,Photography,4.5879,"('colour grade', 219), ('pro version', 192), ('instagram story', 180), ('remove object', 171), ('photo editing', 130), ('video beauty', 128), ('user friendly', 121), ('faceapp technology', 116), ('gps map', 115), ('picsart subject', 111), ('video editor', 91), ('face swap', 73), ('photo stamp', 72), ('imagine lab', 58), ('tone curve', 54), ('film maker', 48), ('write psx', 41), ('speed clip', 41), ('story art', 36), ('magic erase', 34), ('brand model', 32), ('story creation', 29), ('work magic', 25), ('clone stamp', 24), ('editing tool', 24), ('polish shot', 15), ('trial premium', 13), ('filter frame', 12), ('image recover', 12), ('operate system', 9), ('message retina', 7), ('text style', 7)"
367,Retouch Remove Objects Editor,VIDEOSHOW Video Editor & Video Maker LTD.,4.5,182000,5000000,yes,no,>3 years,Photography,4.3793,"('colour grade', 219), ('pro version', 192), ('instagram story', 180), ('remove object', 171), ('photo editing', 130), ('video beauty', 128), ('user friendly', 121), ('faceapp technology', 116), ('gps map', 115), ('picsart subject', 111), ('video editor', 91), ('face swap', 73), ('photo stamp', 72), ('imagine lab', 58), ('tone curve', 54), ('film maker', 48), ('write psx', 41), ('speed clip', 41), ('story art', 36), ('magic erase', 34), ('brand model', 32), ('story creation', 29), ('work magic', 25), ('clone stamp', 24), ('editing tool', 24), ('polish shot', 15), ('trial premium', 13), ('filter frame', 12), ('image recover', 12), ('operate system', 9), ('message retina', 7), ('text style', 7)"
368,Film Maker Pro - Movie Maker,cerdillac,4.4,551000,10000000,yes,no,>12 years,Photography,4.2365,"('colour grade', 219), ('pro version', 192), ('instagram story', 180), ('remove object', 171), ('photo editing', 130), ('video beauty', 128), ('user friendly', 121), ('faceapp technology', 116), ('gps map', 115), ('picsart subject', 111), ('video editor', 91), ('face swap', 73), ('photo stamp', 72), ('imagine lab', 58), ('tone curve', 54), ('film maker', 48), ('write psx', 41), ('speed clip', 41), ('story art', 36), ('magic erase', 34), ('brand model', 32), ('story creation', 29), ('work magic', 25), ('clone stamp', 24), ('editing tool', 24), ('polish shot', 15), ('trial premium', 13), ('filter frame', 12), ('image recover', 12), ('operate system', 9), ('message retina', 7), ('text style', 7)"
369,FaceApp: Face Editor,FaceApp Technology Ltd,4.5,4480000,100000000,yes,no,>3 years,Photography,4.5548,"('colour grade', 219), ('pro version', 192), ('instagram story', 180), ('remove object', 171), ('photo editing', 130), ('video beauty', 128), ('user friendly', 121), ('faceapp technology', 116), ('gps map', 115), ('picsart subject', 111), ('video editor', 91), ('face swap', 73), ('photo stamp', 72), ('imagine lab', 58), ('tone curve', 54), ('film maker', 48), ('write psx', 41), ('speed clip', 41), ('story art', 36), ('magic erase', 34), ('brand model', 32), ('story creation', 29), ('work magic', 25), ('clone stamp', 24), ('editing tool', 24), ('polish shot', 15), ('trial premium', 13), ('filter frame', 12), ('image recover', 12), ('operate system', 9), ('message retina', 7), ('text style', 7)"
